,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
1501,,1.0,+ The company is starting to focus more on revenue, Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,+ A single individual can make a huge impact within the company and on the world+ Ideas are listened to and hacking is encouraged+ No red tape & really fast paced+ Great compensation & perks,5.0,5.0,5.0,5.0,5.0, 26 Aug 2012,"""Greatest Company I Have Ever Worked For!"""
1502,not mentioned,1.0,"- fast pace sometimes results in bugs- if you like micromanagement, you probably won't like FB: engineers have a lot of autonomy.", Engineering Manager,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"- really sharp, passionate co-workers- blazingly fast ship cycle (new code hits the site *every day*)- your work helps hundreds of millions of people connect with friends and family- tremendous discretion over what team to join and what projects to work on- open, warm, friendly, funny company culture- awesome perks (never-ending supply of free food, 21 days PTO, 4 months parental leave)",5.0,5.0,5.0,5.0,5.0, 27 Aug 2012,"""the best place to be a software engineer"""
1503,,1.0,Free food and calories :), User Operations Specialist,Hyderabad (India),Current Employee ,M,4,4.0,1.0,We work with some of the best brains in the industry and also get to interact with highly learned and experienced people. Work culture is awesome.,4.0,4.0,4.0,4.0,4.0, 27 Aug 2012,"""Awesome place to work"""
1504,not mentioned,1.0,"The hours were very tough, but it may depend on the department. Budget is strict on certain departments so there is a risk of feeling short staffed and working very long hours. With young blood there, some folks do not have to sacrifice time away from family, so the expectation there is pretty high.", Anonymous Employee,"Palo Alto, CA (US)",Former Employee ,M,0,4.0,0.0,"The perks were a huge pro, especially the health benefits. The food was amazing and any corner you turned, there was something that helped you feel comfortable there. The company clearly tries to take care of its employees when it comes to making them feel right at home.",5.0,4.0,5.0,3.0,2.0, 4 Sep 2012,"""Fast-paced and exciting"""
1505,not mentioned,1.0,Not much in the way of cons here. We get everything we need., Data Center Tech,"Forest City, NC (US)",Current Employee ,L,4,5.0,1.0,"Great place to work, great salary, great food, laid back atmosphere.",4.0,4.0,5.0,4.0,4.0, 9 Aug 2012,"""Awesome"""
1506,,0.0,"The hours you work and the pressure you are under make the remuneration meagre in comparison (especially seeing as share options, previously promised to balance out low salaries, are now worth so little). The post-IPO scramble has made many lose confidence in the forward thinking and strategy of top level management; lower level management often lacks the skills or will to deflect from the increasing corporate …  politics. In engineering teams, there is a cult-like mentality towards the infallible CEO.Show More", Anonymous Employee,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,5,2.0,0.0,"Working in digital, social and mobile is without a doubt *the* sector to be in, in Ireland these days, which is a great plus. Your role in FB is (pretty much) safe, which is more than can be said in other realms of the advertising (or indeed business) world. You'll also meet some amazing people here, you'll forge some real friendships. In advertising teams, there is a great feeling of getting to know the right …  people, doing (some of) the right things. Perks like free meals are increasingly ubiquitous, but are still nice.Show More",4.0,3.0,2.0,2.0,2.0, 27 Aug 2012,"""Over-worked and under-valued, watching the bubble burst"""
1507,,1.0,"All that Facebook expect from you for the best job is to do your job, which means a lots of working hours sometimes.", Database Administrator,"Dublin, Co. Dublin (Ireland)",Current Employee ,L,6,5.0,1.0,"We could easily run out of space here. Facebook as a company, is like friend. I've my manager's constant attention on any issues I might come up with. The amount of benefits at Facebook is close to countless, starting from the small snacks, free food and basically everything that you can imagine. Once the company gave you everything you can think of, you have a wonderful place to work, with brilliant people on the …  most challenging problems. All you have to do for this, is doing your job.Show More",5.0,4.0,5.0,5.0,5.0, 29 Jul 2012,"""best job ever"""
1508,not mentioned,1.0,Some of the teams are political which can be frustrating. The Menlo Park office is kind of in the middle of nowhere so there aren't any places to run quick errands or grab drinks/food after work without going all the way to downtown Palo Alto., Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"Really smart people and company moves incredibly fast. You can have a huge impact in a short amount of time. There is a ton of ownership and it is a pretty flat organization. The benefits at the HQ are great- free food, gym on site, shuttles to work and flexible hours. Mark has a very clear vision for the company and everyone who works here really believes in the mission. It is nice to work at a founder led company …  with such a strong sense of mission to make the world more open and connected.Show More",4.0,5.0,5.0,5.0,4.0, 16 Aug 2012,"""Great place to work"""
1509,,1.0,sometimes can be long hours, Analyst,"Austin, TX (US)",Current Employee ,M,3,4.0,1.0,Doing things that have never been done before,4.0,4.0,5.0,5.0,3.0, 21 Aug 2012,"""really smart people here"""
1510,,1.0,Company moves to fast and not enough documentation during training., Helpdesk,"Menlo Park, CA (US)",Current Employee ,L,0,4.0,1.0,"Benefits, Opportunities to move up.",5.0,4.0,5.0,3.0,3.0, 15 Aug 2012,"""Very faced paced"""
1511,not mentioned,1.0,"post IPO, facebook's company rating and compensation benefits are going down", Beta Tester,New Delhi (India),Current Employee ,M,11,5.0,1.0,learn work and grow with the best social site in the world,4.0,5.0,5.0,3.0,5.0, 26 Jun 2012,"""very good work experience with a brilliant environment"""
1512,,1.0,"The environment may be too stressful for some, the work is challenging. Many people do not realize the scale of the infrastructure or the size of the datasets involved. You cannot simply take an idea that worked at another company and apply it successfully here, new scales require new solutions. If you don't like being in uncharted territory then this may not be the place for you.", Production Engineer,"Menlo Park, CA (US)",Current Employee ,M,4,5.0,1.0,"Smart people, huge impact, big data, amazing campus, fantastic perks, face paced, awesome challenges, great food, inspiring workplace, flexible hours, good management, cutting-edge technology.",5.0,5.0,4.0,5.0,5.0, 18 Jul 2012,"""Best. Job. Ever."""
1513,not mentioned,1.0,Compensation could certainly improve. A bit too many company politics among colleagues. These are the only cons I can think of., Sales Representative,"Dublin, Co. Dublin (Ireland)",Current Employee ,L,3,4.0,1.0,High level of freedom to structure your own work. Maximum ability to make an impact on the world. Professional management.,5.0,3.0,5.0,4.0,4.0, 29 Jul 2012,"""A great place to work."""
1514,,1.0,Intern training (bootcamp) is insufficient in terms of time and content, Partner Engineer Intern,"Menlo Park, CA (US)",Current Employee ,L,5,5.0,1.0,"Employee benefits basically increase salary, environment is free and open",5.0,4.0,4.0,4.0,5.0, 2 Jul 2012,"""The best tech company, period."""
